id,item_count
22,0.3152334
127,0.3152334
220,0.3152334
322,0.3152334
423,0.3152334
522,0.3152334
624,0.3152334
727,0.3152334
823,0.3152334
922,0.3152334
1024,0.3152334
1122,0.3152334
1220,0.3152334
1325,0.3152334
1425,0.3152334
1530,0.3152334
1619,0.3152334
1723,0.3152334
1822,0.3152334
1922,0.3152334
2019,0.3152334
2123,0.3152334
2226,0.3152334
2323,0.3152334
2423,0.3152334
2522,0.3152334
2621,0.3152334
2724,0.3152334
2824,0.3152334
2927,0.3152334
3023,0.3152334
3119,0.3152334
3223,0.3152334
3323,0.3152334
3426,0.3152334
3521,0.3152334
3624,0.3152334
3725,0.3152334
3822,0.3152334
3921,0.3152334
4024,0.3152334
4125,0.3152334
4223,0.3152334
4323,0.3152334
4423,0.3152334
4523,0.3152334
4622,0.3152334
4720,0.3152334
4823,0.3152334
4925,0.3152334
5026,0.3152334
5122,0.3152334
5223,0.3152334
5320,0.3152334
5423,0.3152334
5525,0.3152334
5625,0.3152334
5724,0.3152334
5822,0.3152334
5919,0.3152334
6020,0.3152334
6123,0.3152334
6220,0.3152334
6322,0.3152334
6422,0.3152334
6518,0.3152334
6623,0.3152334
6722,0.3152334
6818,0.3152334
6925,0.3152334
7027,0.3152334
7128,0.3152334
7225,0.3152334
7322,0.3152334
7421,0.3152334
7526,0.3152334
7622,0.3152334
7726,0.3152334
7822,0.3152334
7923,0.3152334
8019,0.3152334
8122,0.3152334
8222,0.3152334
8322,0.3152334
8425,0.3152334
8524,0.3152334
8622,0.3152334
8721,0.3152334
8818,0.3152334
8920,0.3152334
9018,0.3152334
9122,0.3152334
23,0.3152334
128,0.3152334
221,0.3152334
323,0.3152334
424,0.3152334
523,0.3152334
625,0.3152334
728,0.3152334
824,0.3152334
923,0.3152334
1025,0.3152334
1123,0.3152334
1221,0.3152334
1326,0.3152334
1426,0.3152334
1531,0.3152334
1620,0.3152334
1724,0.3152334
1823,0.3152334
1923,0.3152334
2020,0.3152334
2124,0.3152334
2227,0.3152334
2324,0.3152334
2424,0.3152334
2523,0.3152334
2622,0.3152334
2725,0.3152334
2825,0.3152334
2928,0.3152334
3024,0.3152334
3120,0.3152334
3224,0.3152334
3324,0.3152334
3427,0.3152334
3522,0.3152334
3625,0.3152334
3726,0.3152334
3823,0.3152334
3922,0.3152334
4025,0.3152334
4126,0.3152334
4224,0.3152334
4324,0.3152334
4424,0.3152334
4524,0.3152334
4623,0.3152334
4721,0.3152334
4824,0.3152334
4926,0.3152334
5027,0.3152334
5123,0.3152334
5224,0.3152334
5321,0.3152334
5424,0.3152334
5526,0.3152334
5626,0.3152334
5725,0.3152334
5823,0.3152334
5920,0.3152334
6021,0.3152334
6124,0.3152334
6221,0.3152334
6323,0.3152334
6423,0.3152334
6519,0.3152334
6624,0.3152334
6723,0.3152334
6819,0.3152334
6926,0.3152334
7028,0.3152334
7129,0.3152334
7226,0.3152334
7323,0.3152334
7422,0.3152334
7527,0.3152334
7623,0.3152334
7727,0.3152334
7823,0.3152334
7924,0.3152334
8020,0.3152334
8123,0.3152334
8223,0.3152334
8323,0.3152334
8426,0.3152334
8525,0.3152334
8623,0.3152334
8722,0.3152334
8819,0.3152334
8921,0.3152334
9019,0.3152334
9123,0.3152334
0,1.4347777
100,1.1787817
222,0.8431997
300,0.7386434
400,0.81672513
500,1.172441
600,1.5751467
700,1.7357008
800,1.6316493
900,0.6576405
1026,0.51955485
1100,0.8185945
1200,1.0358186
1300,1.4859445
1400,1.4033296
1500,1.403379
1600,1.1109033
1700,0.8593085
1800,0.8389351
1900,1.612329
2000,1.5837913
2100,1.8364391
2200,1.3786097
2300,0.7800124
2400,0.8322618
2524,1.1957844
2623,1.4007375
2700,2.1912346
2800,2.2190723
2900,1.7343419
3000,1.2319106
3121,1.2591243
3225,0.8872933
3300,1.6284771
3400,2.0221817
3500,1.9185288
3600,1.8342185
3700,1.1715009
3824,0.9257501
3923,1.4976466
4000,1.683383
4100,2.2590861
4200,2.1667018
4300,2.14858
4400,1.8351781
