id,item_count
22,0.1917361
127,0.1917361
220,0.1917361
322,0.1917361
423,0.1917361
522,0.1917361
624,0.1917361
727,0.1917361
823,0.1917361
922,0.1917361
1024,0.1917361
1122,0.1917361
1220,0.1917361
1325,0.1917361
1425,0.1917361
1530,0.1917361
1619,0.1917361
1723,0.1917361
1822,0.1917361
1922,0.1917361
2019,0.1917361
2123,0.1917361
2226,0.1917361
2323,0.1917361
2423,0.1917361
2522,0.1917361
2621,0.1917361
2724,0.1917361
2824,0.1917361
2927,0.1917361
3023,0.1917361
3119,0.1917361
3223,0.1917361
3323,0.1917361
3426,0.1917361
3521,0.1917361
3624,0.1917361
3725,0.1917361
3822,0.1917361
3921,0.1917361
4024,0.1917361
4125,0.1917361
4223,0.1917361
4323,0.1917361
4423,0.1917361
4523,0.1917361
4622,0.1917361
4720,0.1917361
4823,0.1917361
4925,0.1917361
5026,0.1917361
5122,0.1917361
5223,0.1917361
5320,0.1917361
5423,0.1917361
5525,0.1917361
5625,0.1917361
5724,0.1917361
5822,0.1917361
5919,0.1917361
6020,0.1917361
6123,0.1917361
6220,0.1917361
6322,0.1917361
6422,0.1917361
6518,0.1917361
6623,0.1917361
6722,0.1917361
6818,0.1917361
6925,0.1917361
7027,0.1917361
7128,0.1917361
7225,0.1917361
7322,0.1917361
7421,0.1917361
7526,0.1917361
7622,0.1917361
7726,0.1917361
7822,0.1917361
7923,0.1917361
8019,0.1917361
8122,0.1917361
8222,0.1917361
8322,0.1917361
8425,0.1917361
8524,0.1917361
8622,0.1917361
8721,0.1917361
8818,0.1917361
8920,0.1917361
9018,0.1917361
9122,0.1917361
23,0.085618615
128,0.09233868
221,0.08566722
323,0.08924769
424,0.08314341
523,0.08756262
625,0.082469404
728,0.089782834
824,0.08445555
923,0.088033944
1025,0.08617875
1123,0.090688884
1221,0.08451453
1326,0.0875788
1426,0.08165932
1531,0.08396301
1620,0.08025718
1724,0.08387068
1823,0.08005008
1923,0.08473006
2020,0.08155212
2124,0.0832583
2227,0.08138761
2324,0.08909121
2424,0.08540943
2523,0.08732517
2622,0.081748605
2725,0.08902137
2825,0.08742307
2928,0.09227456
3024,0.086422786
3120,0.09134783
3224,0.08596635
3324,0.093017325
3427,0.08496392
3522,0.089913905
3625,0.08486253
3726,0.09147446
3823,0.087298304
3922,0.08612123
4025,0.07791656
4126,0.078866094
4224,0.073607296
4324,0.07575169
4424,0.06933683
4524,0.068776816
4623,0.068776816
4721,0.068776816
4824,0.068776816
4926,0.068776816
5027,0.068776816
5123,0.068776816
5224,0.068776816
5321,0.068776816
5424,0.068776816
5526,0.068776816
5626,0.068776816
5725,0.068776816
5823,0.068776816
5920,0.068776816
6021,0.068776816
6124,0.068776816
6221,0.068776816
6323,0.068776816
6423,0.068776816
6519,0.068776816
6624,0.068776816
6723,0.068776816
6819,0.068776816
6926,0.068776816
7028,0.068776816
7129,0.068776816
7226,0.068776816
7323,0.068776816
7422,0.068776816
7527,0.068776816
7623,0.068776816
7727,0.068776816
7823,0.068776816
7924,0.068776816
8020,0.068776816
8123,0.068776816
8223,0.068776816
8323,0.068776816
8426,0.068776816
8525,0.068776816
8623,0.068776816
8722,0.068776816
8819,0.068776816
8921,0.068776816
9019,0.068776816
9123,0.068776816
0,5.3082757
100,4.6246862
222,3.0031888
300,2.42101
400,2.6865332
500,3.0664709
600,3.8689854
700,3.721572
800,3.703634
900,2.3241107
1026,2.2431962
1100,2.0349288
1200,3.2938251
1300,3.610321
1400,4.719437
1500,4.324463
1600,3.2555761
1700,2.4485254
1800,2.7229946
1900,3.080513
2000,4.4760265
2100,4.974925
2200,4.8688545
2300,3.44074
2400,2.566887
2524,2.6245503
2623,3.9707718
2700,4.8327785
2800,5.8970532
2900,5.8817606
3000,3.7334278
3121,2.7237802
3225,2.796073
3300,3.5644176
3400,4.683177
3500,5.01861
3600,4.523569
3700,3.115742
3824,2.466251
3923,2.4729466
4000,3.3583636
4100,4.7664647
4200,5.6299267
4300,5.1657662
4400,3.1398015
4500,2.544609
4600,2.5278418
4700,3.0028477
4800,4.252901
4900,4.6672597
5000,4.294496
5124,3.1241612
5225,2.454407
5322,2.3898516
5400,3.1201622
5500,3.983971
5600,4.992131
5726,4.755411
5800,3.3298402
5900,2.2750635
6000,2.2267194
6125,2.164625
6200,3.4331946
6300,3.843976
6400,3.7251954
6520,2.5202894
6625,2.1560402
6700,2.0610204
6800,2.2124538
6900,2.9397073
7000,4.0905437
7100,3.9800267
7200,2.5046082
7300,2.10097
7400,1.9615208
7500,2.0229154
7600,2.8754857
7700,3.8577795
7800,3.8314357
7925,2.5751858
8000,2.0070224
8100,2.0094569
8200,2.253992
8300,3.4782128
8400,4.5765295
8500,4.312156
8600,2.902441
8700,2.1695764
8820,2.0391533
8900,2.2113
9000,3.2102494
9100,4.025489
1,40.257744
101,36.88711
200,20.14819
301,19.137033
401,22.611368
501,24.196487
601,34.510094
701,42.32708
801,38.37707
901,24.158218
1000,21.804932
1101,23.651297
1201,25.26782
1301,36.79064
1401,38.01915
1501,36.592266
1601,21.145798
1701,19.48538
1801,22.946535
1901,24.226091
2001,30.86733
2101,36.881805
2201,40.345665
2301,22.346926
2401,21.61199
2500,21.19509
2600,25.210049
2701,36.77304
2801,41.387554
2901,39.661663
3001,23.32707
3100,21.577188
3200,24.317915
3301,26.934511
3401,35.371574
3501,39.927643
3601,38.585106
3701,22.448761
3800,21.982689
3900,23.56618
4001,22.66864
4101,33.760353
4201,39.205544
4301,38.611168
4401,21.558626
4501,20.738043
4601,19.999357
4701,26.072765
4801,36.286343
4901,42.453384
5001,34.86062
5100,23.447262
5200,20.26275
5300,22.43566
5401,21.724062
5501,32.15095
5601,32.916046
5700,38.37213
5801,19.133417
5901,19.421967
6001,20.893927
6100,25.258066
6201,35.359184
6301,36.132225
6401,33.186428
6500,20.608881
6600,21.524172
6701,22.606033
6801,25.904512
6901,33.647934
7001,36.727837
7101,34.36136
7201,22.127665
7301,19.563795
7401,18.567636
7501,17.639101
7601,27.218548
7701,28.858664
7801,30.202879
7900,15.062864
8001,15.156608
8101,13.927902
8201,16.488302
8301,22.68133
8401,29.548288
8501,27.563467
8601,16.138659
8701,14.310404
8800,15.141938
8901,17.069313
9001,24.60402
9101,28.46213
24,0.2124148
129,0.21008353
223,0.21270426
324,0.20967104
425,0.2125828
524,0.20806164
626,0.21036029
729,0.2085776
825,0.21242976
924,0.21047734
1027,0.20932458
1124,0.20523201
1222,0.20601504
1327,0.2033422
1427,0.2053875
1532,0.20362465
1621,0.20122251
1725,0.20191476
1824,0.203676
1924,0.20280913
2021,0.2032153
2125,0.20604636
2202,0.20661895
2325,0.20613779
2425,0.20228997
2525,0.2045582
2624,0.20683944
2726,0.20654927
2826,0.20709193
2929,0.21271048
3025,0.20988756
3122,0.21199898
3226,0.20785797
3325,0.21334594
3428,0.21355054
3523,0.21440081
3626,0.21213505
3727,0.21663037
3825,0.21463999
3924,0.22008961
4026,0.2145577
4127,0.22008598
4225,0.22239506
4325,0.22070369
4425,0.218553
4525,0.22306502
4624,0.218619
4722,0.2200653
4802,0.21400228
4927,0.21672791
5028,0.21677916
5125,0.21851978
5226,0.21610856
5323,0.22351567
5425,0.2198603
5527,0.22483784
5627,0.21975952
5727,0.22448179
5824,0.22487846
5921,0.22721401
6022,0.22185805
6126,0.22760302
6222,0.2246846
6324,0.22902884
6424,0.22385511
6521,0.22994527
6626,0.22894293
6724,0.23110986
6820,0.22770466
6927,0.23145887
7029,0.22458756
7130,0.22570375
7227,0.22210479
7324,0.22359128
7423,0.22150433
7528,0.22413382
7624,0.22355998
7728,0.22789437
7824,0.2250518
7926,0.22739562
8021,0.22395298
8124,0.22958443
8224,0.22597784
8324,0.22943404
8427,0.22563693
8526,0.22943945
8624,0.2257073
8723,0.22851105
8821,0.22675684
8922,0.23354228
9020,0.22923416
9124,0.23092437
25,0.20789543
130,0.20789543
224,0.20789543
325,0.20789543
426,0.20789543
525,0.20789543
627,0.20789543
730,0.20789543
826,0.20789543
925,0.20789543
1028,0.20789543
