id,item_count
22,0.07428324
127,0.07428324
220,0.07428324
322,0.07428324
423,0.07428324
522,0.07428324
624,0.07428324
727,0.07428324
823,0.07428324
922,0.07428324
1024,0.07428324
1122,0.07428324
1220,0.07428324
1325,0.07428324
1425,0.07428324
1530,0.07428324
1619,0.07428324
1723,0.07428324
1822,0.07428324
1922,0.07428324
2019,0.07428324
2123,0.07428324
2226,0.07428324
2323,0.07428324
2423,0.07428324
2522,0.07428324
2621,0.07428324
2724,0.07428324
2824,0.07428324
2927,0.07428324
3023,0.07428324
3119,0.07428324
3223,0.07428324
3323,0.07428324
3426,0.07428324
3521,0.07428324
3624,0.07428324
3725,0.07428324
3822,0.07428324
3921,0.07428324
4024,0.07428324
4125,0.07428324
4223,0.07428324
4323,0.07428324
4423,0.07428324
4523,0.07428324
4622,0.07428324
4720,0.07428324
4823,0.07428324
4925,0.07428324
5026,0.07428324
5122,0.07428324
5223,0.07428324
5320,0.07428324
5423,0.07428324
5525,0.07428324
5625,0.07428324
5724,0.07428324
5822,0.07428324
5919,0.07428324
6020,0.07428324
6123,0.07428324
6220,0.07428324
6322,0.07428324
6422,0.07428324
6518,0.07428324
6623,0.07428324
6722,0.07428324
6818,0.07428324
6925,0.07428324
7027,0.07428324
7128,0.07428324
7225,0.07428324
7322,0.07428324
7421,0.07428324
7526,0.07428324
7622,0.07428324
7726,0.07428324
7822,0.07428324
7923,0.07428324
8019,0.07428324
8122,0.07428324
8222,0.07428324
8322,0.07428324
8425,0.07428324
8524,0.07428324
8622,0.07428324
8721,0.07428324
8818,0.07428324
8920,0.07428324
9018,0.07428324
9122,0.07428324
23,0.115094006
128,0.12205994
221,0.11463487
323,0.1136564
424,0.12000704
523,0.124632
625,0.11707944
728,0.122505665
824,0.1160813
923,0.12717181
1025,0.1256538
1123,0.119526446
1221,0.11274153
1326,0.120643675
1426,0.111961186
1531,0.12307131
1620,0.11961889
1724,0.13160801
1823,0.13806915
1923,0.13165754
2020,0.12010354
2124,0.12702805
2227,0.11668134
2324,0.1150797
2424,0.110627115
2523,0.12772566
2622,0.12010479
2725,0.13336033
2825,0.12674546
2928,0.13457012
3024,0.14010167
3120,0.14087868
3224,0.12833965
3324,0.13603216
3427,0.1194945
3522,0.12709707
3625,0.11807561
3726,0.13793415
3823,0.14255881
3922,0.13869423
4025,0.12743616
4126,0.12768745
4224,0.12093824
4324,0.12453729
4424,0.096790135
4524,0.09718025
4623,0.09718025
4721,0.09718025
4824,0.09718025
4926,0.09718025
5027,0.09718025
5123,0.09718025
5224,0.09718025
5321,0.09718025
5424,0.09718025
5526,0.09718025
5626,0.09718025
5725,0.09718025
5823,0.09718025
