id,item_count
22,0.583136
127,0.583136
220,0.583136
322,0.583136
423,0.583136
522,0.583136
624,0.583136
727,0.583136
823,0.583136
922,0.583136
1024,0.583136
1122,0.583136
1220,0.583136
1325,0.583136
1425,0.583136
1530,0.583136
1619,0.583136
1723,0.583136
1822,0.583136
1922,0.583136
2019,0.583136
2123,0.583136
2226,0.583136
2323,0.583136
2423,0.583136
2522,0.583136
2621,0.583136
2724,0.583136
2824,0.583136
2927,0.583136
3023,0.583136
3119,0.583136
3223,0.583136
3323,0.583136
3426,0.583136
3521,0.583136
3624,0.583136
3725,0.583136
3822,0.583136
3921,0.583136
4024,0.583136
4125,0.583136
4223,0.583136
4323,0.583136
4423,0.583136
4523,0.583136
4622,0.583136
4720,0.583136
4823,0.583136
4925,0.583136
5026,0.583136
5122,0.583136
5223,0.583136
5320,0.583136
5423,0.583136
5525,0.583136
5625,0.583136
5724,0.583136
5822,0.583136
5919,0.583136
6020,0.583136
6123,0.583136
6220,0.583136
6322,0.583136
6422,0.583136
6518,0.583136
6623,0.583136
6722,0.583136
6818,0.583136
6925,0.583136
7027,0.583136
7128,0.583136
7225,0.583136
7322,0.583136
7421,0.583136
7526,0.583136
7622,0.583136
7726,0.583136
7822,0.583136
7923,0.583136
8019,0.583136
8122,0.583136
8222,0.583136
8322,0.583136
8425,0.583136
8524,0.583136
8622,0.583136
8721,0.583136
8818,0.583136
8920,0.583136
9018,0.583136
9122,0.583136
23,0.5254386
128,0.5308854
221,0.5239962
323,0.5340679
424,0.5278001
523,0.53456956
625,0.5301441
728,0.5346848
824,0.52770674
923,0.53581464
1025,0.52797663
1123,0.53252614
1221,0.52682704
1326,0.5294827
1426,0.52289855
1531,0.53198576
1620,0.5320577
1724,0.53665745
1823,0.5229627
1923,0.52970743
2020,0.5280561
2124,0.5309
2227,0.5246932
2324,0.52961004
2424,0.52810764
2523,0.53323346
2622,0.5276929
2725,0.5316064
2825,0.52538407
2928,0.52899235
3024,0.525421
3120,0.52777475
3224,0.5256231
3324,0.536806
3427,0.5322758
3522,0.54426503
3625,0.53343475
3726,0.54104793
3823,0.53363216
3922,0.52929986
4025,0.52426076
4126,0.52171373
4224,0.52264994
