"id","item_count"
0,4.5354020585
1,42.36892391
2,109.3049438
3,5.4072610115
4,47.06560444
5,328.796001
6,17.17265539
7,0.866874825
8,2.7952956585
9,0.190095521
10,148.49698295
11,0.8017165185
12,4.5293097755
13,1.5828529295
14,30.380961165
15,59.946503985
16,8.790974254
17,9.247744057
18,83.09119332
19,0.2525989055
20,0.8921565555
21,2.2748324365
22,0.09586805
23,0.0428093075
24,0.1136775195
25,0.103947715
26,0.085757145
27,0.017430279
28,0.0169928075
29,0.110829365
30,0.1816175725
31,0.046725489
32,3.5204405
33,0.09956036
34,0.056488105
35,0.0898408575
36,0.0194245875
37,0.667097706
38,0.1958209615
39,0.1058146115
40,0.089454684
41,0.1160968165
42,0.941954905
43,0.121455339
44,0.02477657
45,0.0098764065
46,0.1444229095
47,0.0537802495
48,0.3114517705
49,0.0052015185
50,0
51,0.10110209
52,0.092740125
53,0.720710608
54,0.0991271135
55,0.08635475
56,0.1077338805
57,0.057837396
58,0.0590479545
59,0.10349255
60,0.08744848
61,0.1021162
62,0.106506914
63,0.11629671
64,0.141329245
65,0.1064756675
66,0.0797746655
67,0.1234474685
68,0.1496090345
69,0.1470349675
70,0.018912617
71,0.1037970955
72,1.591758403
73,0.088633468
74,0.092692322
75,0.2735637425
76,0.09725854
77,0.12143012
78,0.1352816395
79,0.08861508
80,0.138389136
81,0.18704149
82,0.1238655355
83,0.111672057
84,0.082397355
85,0.0258093925
86,0.1276101875
87,0.09743587
88,0.092180215
89,0.19348841
90,0.1113867055
91,0.158077352
92,0.172253212
93,0.150216224
94,0.0760626015
95,0.0101930125
96,0.074829521
97,0.10848272
98,0.129904875
99,0.1411767795
100,3.9079028875
101,37.487857945
102,107.8512532
103,4.9980374995
104,45.165437805
105,321.44102515
106,15.18678484
107,0.691208256
108,2.7590645055
109,142.99012375
110,0.9865085305
111,0.713298708
112,4.292341739
113,1.377413618
114,29.490375315
115,59.5640323
116,0.1451562675
117,7.8709551575
118,1.4587079335
119,0.076529703
120,8.6074812955
121,78.098000255
122,0.0217334175
123,0.8635862205
124,2.33008183
125,0.148884344
126,0.086393984
127,0.09586805
128,0.04616934
129,0.1125118845
130,0.103947715
131,0.085757145
132,0.017430279
133,0.0151218475
134,0.116441265
135,0.1782935975
136,0.047179006
137,3.5204405
138,0.09956036
139,0.056488105
140,0.087063941
141,0.0156160445
142,0.7624085985
143,0.2092810565
144,0.0752145555
145,0.085536064
146,0.188874181
147,0.1147012865
148,0.8915121905
149,0.1206687845
150,0.020386956
151,0.0106361325
152,0.1435895345
153,0.054076589
154,0.32228788
155,0.0052015185
156,0
157,0.10110209
158,0.092740125
159,0.0984115135
160,0.08635475
161,0.1028212155
162,0.062020405
163,0.0560101595
164,0.10349255
165,0.08744848
166,0.10105213
167,0.105496449
168,0.11629671
169,0.139012315
170,0.1050255825
171,0.079150708
172,0.1256067085
173,0.1515221945
174,0.0153459195
175,0.1012646495
176,0.091458362
177,0.2802545875
178,0.09725854
179,0.1223402
180,0.1373723045
181,0.08861508
182,0.1350207945
183,0.184129965
184,0.150549363
185,0.1238436055
186,0.1154467735
187,0.082397355
188,0.1288223225
189,0.09743587
190,0.092180215
191,0.1748476
192,0.1062427655
193,0.159285222
194,0.168603122
195,0.0742863815
196,0.010089345
197,0.10848272
198,0.12993945
199,0.142242153
200,19.416043155
201,55.736779375
202,3.6207119265
203,23.139231575
204,152.3908488
205,9.1227924185
206,2.0312009025
207,0.022616483
208,67.329546425
209,2.6477899915
210,16.71160781
211,31.846152715
212,0.0800045455
213,0.09888619
214,6.106872903
215,0.2853240975
216,5.4774184855
217,37.694788365
218,0.8022572505
219,1.6318655175
220,0.09586805
221,0.04283361
222,2.3074758815
223,0.1138222495
224,0.103947715
225,0.085757145
226,0.017430279
227,0.0144041925
228,0.111333965
229,0.1810290375
230,0.0442599875
231,3.5204405
232,0.09956036
233,0.056488105
234,0.08684343
235,0.01533176
236,0.559155957
237,0.401009581
238,0.1988631215
239,0.0774077085
240,0.087430034
241,0.189379981
242,0.1158651915
243,0.4517611315
244,0.118055445
245,0.0186895445
246,0.1460081995
247,0.0450548745
248,0.282459618
249,0.0052015185
250,0
251,0.10110209
252,1.1353750465
253,0.092740125
254,0.638921558
255,0.0986561045
256,0.08635475
257,0.1084742105
258,1.6185061505
259,0.0587955705
260,0.057917717
261,0.10349255
262,0.08744848
263,0.10284412
264,0.105678707
265,0.11629671
266,0.132378605
267,0.1118654325
268,0.1243097435
269,0.1524236545
270,0.1482137175
271,0.0176713795
272,0.722144634
273,0.080198846
274,0.089151432
275,0.09725854
276,0.1218879415
277,0.1350224945
278,0.08861508
279,0.1369401095
280,0.187747925
281,0.3061372605
282,0.1257962855
283,0.113814067
284,0.082397355
285,0.024618862
286,0.1291238025
287,0.09743587
288,0.092180215
289,0.17150782
290,0.1081895505
291,0.158941672
292,0.171171997
293,0.151370334
294,0.0745492015
295,0.011748753
296,0.075453507
297,0.10848272
298,0.129058045
299,0.1443499375
300,2.2010264605
301,18.581208995
302,53.896882875
303,3.3930700105
304,23.904917995
305,0.044684476
306,153.114043
307,8.9090048465
308,1.587885637
309,0.2279660865
310,66.292068105
311,1.1160904115
312,2.538596777
313,15.872571095
314,30.48773004
315,4.8724733385
316,0.071000508
317,4.366408219
318,37.69113606
319,0.7249940705
320,0.167972912
321,0.148510534
322,0.09586805
323,0.044623845
324,0.1123056395
325,0.103947715
326,0.085757145
327,0.017430279
328,0.013999596
329,0.11744415
330,0.1755000175
331,3.5204405
332,0.09956036
333,0.056488105
334,0.08684343
335,0.01533176
336,0.5434414185
337,0.391486906
338,0.077414727
339,0.083510729
340,0.187750956
341,0.1157131715
342,0.335419151
343,0.1202336445
344,0.0187466065
345,0.0193317045
346,0.1453557745
347,0.0455242165
348,0.308693574
349,0.0052015185
350,0
351,0.10110209
352,0.092740125
353,0.544135708
354,0.0972620865
355,0.08635475
356,0.1010605605
357,1.7788874075
358,0.06090781
359,0.0549604345
360,0.10349255
361,0.08744848
362,0.101741865
363,0.1079568265
364,0.11629671
365,0.135411255
366,0.1070981375
367,0.0858963455
368,0.1254560885
369,0.1570922845
370,0.1529311775
371,0.0163539685
372,0.1005572785
373,0.8533247345
374,0.094758272
375,0.2881575075
376,0.09725854
377,0.12137378
378,0.1371121895
379,0.08861508
380,0.1350980955
381,0.189863425
382,0.2074634405
383,0.1246748505
384,0.1113924855
385,0.082397355
386,0.0219830515
387,0.1297639725
388,0.09743587
389,0.092180215
390,0.188633255
391,1.60167435
392,0.1036650705
393,0.160958812
394,0.0715482865
395,0.01289881
396,0.0900157265
397,0.10848272
398,0.12948251
399,0.147359306
400,2.153052429
401,22.045520875
402,59.50201249
403,3.2914809435
404,25.033860745
405,169.3844113
406,10.3595767925
407,0.601834684
408,1.7261932495
409,77.492282735
410,1.2886953385
411,2.4379952985
412,1.8857520205
413,17.96247362
414,33.447939205
415,5.56082717
416,0.8769784105
417,5.8272015225
418,41.62782287
419,0.7247685005
420,1.512983377
421,0.174298342
422,0.077118324
423,0.09586805
424,0.041571705
425,0.1137615195
426,0.103947715
427,0.085757145
428,0.017430279
429,0.01533784
430,0.109710735
431,0.1765489375
432,0.0424636075
433,3.5204405
434,0.09956036
435,0.056488105
436,0.08684343
437,0.01533176
438,0.345417856
439,0.1963972465
440,0.0799181815
441,0.088379849
442,0.190158581
443,0.1163919915
444,0.4300546235
445,0.1201761295
446,0.021747492
447,0.014628156
448,0.1454949445
449,0.0419592775
450,0.3034929335
451,0.0052015185
452,0
453,0.10110209
454,0.092740125
455,0.645343458
456,0.098698896
457,0.08635475
458,0.1042742005
459,0.057887553
460,0.0558129745
461,0.10349255
462,0.08744848
463,0.10258905
464,0.1049606665
465,0.11629671
466,0.134809345
467,0.1128406975
468,0.084210233
469,0.1246074435
470,0.1550637095
471,0.1559707375
472,0.0192467755
473,0.09888619
474,0.080865338
475,0.092482102
476,0.2911537575
477,0.09725854
478,0.1240213495
479,0.1347199095
480,0.08861508
481,0.1347251815
482,0.235761445
483,0.3433739355
484,0.1256816655
485,0.112121627
486,0.082397355
487,0.022873371
488,0.1291817975
489,0.09743587
490,0.092180215
491,0.172826535
492,0.1110344555
493,0.157684652
494,0.150203799
495,0.0747583615
496,0.013175927
497,0.10848272
498,0.130874725
499,0.1428692725
500,2.518281342
501,24.5169614
502,68.77115009
503,0.11614921
504,3.513581375
505,29.421422485
506,197.44607025
507,10.7105989165
508,0.355176756
509,1.8777588985
510,91.721443885
511,0.640719708
512,3.187301203
513,2.2373615255
514,19.13450273
515,35.87985462
516,6.0241896455
517,0.2906226525
518,6.177023739
519,51.43575136
520,0.1298184825
521,0.6867324405
522,0.09586805
523,0.04378131
524,0.1115009395
525,0.103947715
526,0.085757145
527,0.017430279
528,0.015063345
529,0.1736820875
530,0.043144397
531,3.5204405
532,0.09956036
533,0.056488105
534,0.08684343
535,0.01533176
536,0.679571683
537,0.2022785215
538,0.07925128
539,0.084678184
540,0.187905051
541,0.1164997515
542,0.472594744
543,0.121030232
544,0.0182655375
545,0.017934522
546,0.1460216545
547,0.0477043315
548,0.3190214805
549,0.0052015185
550,0
551,0.10110209
552,1.155271252
553,0.092740125
554,0.098822277
555,0.08635475
556,0.0971077905
557,0.058213814
558,0.0515068195
559,0.10349255
560,0.08744848
561,0.102330415
562,0.1030124885
563,0.11629671
564,0.13594069
565,0.1090121225
566,0.083977128
567,0.1274452585
568,0.1586421195
569,0.1543162925
570,0.0154285915
571,0.101152132
572,0.955848631
573,0.071205533
574,0.095968847
575,0.09725854
576,0.124171536
577,0.1370757495
578,0.08861508
579,0.1416821155
580,0.189944385
581,0.2462772555
582,0.1228807305
583,0.113076775
584,0.082397355
585,0.022190713
586,0.09743587
587,0.092180215
588,0.18889994
589,1.959582159
590,0.1084143555
591,0.159645577
592,0.165372662
593,0.147814574
594,0.0748121015
